"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SHLM","A. Schulman, Inc.","29.65","874289550","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"ADES","Advanced Emissions Solutions, Inc.","9.45","208114354.35","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"ASIX","AdvanSix Inc.","26.88","819382126.08","n/a","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/asix",
"AEGN","Aegion Corp","23.08","779701023.2","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AEM","Agnico Eagle Mines Limited","44.59","10295053573.35","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"AGU","Agrium Inc.","93.77","12956763520","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"APD","Air Products and Chemicals, Inc.","135.01","29376819419.52","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AKS","AK Steel Holding Corporation","7.65","2408138940.6","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"AGI","Alamos Gold Inc.","8.02","2396454732.34","n/a","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"AIN","Albany International Corporation","45.55","1464851696.65","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","105.94","11925275517.04","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"AXU","Alexco Resource Corp","1.54","144208863.26","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/axu",
"ATI","Allegheny Technologies Incorporated","18.21","1981703104.32","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"AAU","Almaden Minerals, Ltd.","1.29","116168808.6","n/a","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aau",
"ACH","Aluminum Corporation of China Limited","12.95","7720167364","n/a","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMRK","A-Mark Precious Metals, Inc.","17.66","124175407","n/a","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AMRC","Ameresco, Inc.","6.2","281445720.2","n/a","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"AVD","American Vanguard Corporation","17.5","514305050","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AMWD","American Woodmark Corporation","88.2","1431717525","n/a","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"USAS","Americas Silver Corporation","3.02","119507675.56","n/a","2017","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/usas",
"AMRS","Amyris, Inc.","0.5001","131534341.1079","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"AU","AngloGold Ashanti Limited","11.94","4874191694.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"AQMS","Aqua Metals, Inc.","17.63","340914201.32","n/a","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms",
"RKDA","Arcadia Biosciences, Inc.","0.8","35606967.2","n/a","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"MT","ArcelorMittal","8.17","25046857799.73","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mt",
"AGX","Argan, Inc.","63.95","978823112.55","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/agx",
"AKG","Asanko Gold Inc.","2.63","534622999.41","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/akg",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.75","38004089.75","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASM","Avino Silver","1.79","93869391.79","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/asm",
"AXTA","Axalta Coating Systems Ltd.","31.28","7552102221.04","n/a","2014","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/axta",
"BTG","B2Gold Corp","2.76","2685663893.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/btg",
"BCPC","Balchem Corporation","77.98","2477488855.52","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BAA","BANRO CORPORATION","0.1475","44616144.56","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/baa",
"ABX","Barrick Gold Corporation","19.14","22309087718.94","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/abx",
"BDC","Belden Inc","66.24","2794176285.12","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/bdc",
"BHP","BHP Billiton Limited","36.97","98385357930.75","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bhp",
"BIOA","BioAmber Inc.","2.17","75623582.09","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bioa",
"BAK","Braskem S.A.","21.05","8388092809.95","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bak",
"BBU","Brookfield Business Partners L.P.","24.43","1266580630.14","n/a","2016","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/bbu",
"BVN","Buenaventura Mining Company Inc.","12.08","3068161353.36","n/a","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bvn",
"CBT","Cabot Corporation","58.57","3642570211.8","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cbt",
"CCC","Calgon Carbon Corporation","14.2","720728384","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ccc",
"CCJ","Cameco Corporation","11.16","4417044545.52","n/a","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ccj",
"CSL","Carlisle Companies Incorporated","103.92","6711755608.56","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/csl",
"CRS","Carpenter Technology Corporation","36.87","1722604191.75","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/crs",
"CVCO","Cavco Industries, Inc.","116.5","1047715722","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CE","Celanese Corporation","92.22","12976453354.62","n/a","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ce",
"LEU","Centrus Energy Corp.","5.92","53280000","n/a","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/leu",
"CENX","Century Aluminum Company","12.83","1119505988.51","n/a","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CF","CF Industries Holdings, Inc.","29.51","6881277811.59","n/a","2005","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/cf",
"CC","Chemours Company (The)","37.74","6940427627.22","n/a","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cc",
"CHMT","Chemtura Corp.","33.4","2110880000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/chmt",
"CBI","Chicago Bridge & Iron Company N.V.","30.36","3056328327.36","n/a","1997","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cbi",
"CADC","China Advanced Construction Materials Group, Inc.","3.1501","7521361.4658","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CGA","China Green Agriculture, Inc.","1.32","50866412.52","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/cga",
"CHNR","China Natural Resources, Inc.","2.48","61779071.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CHD","Church & Dwight Company, Inc.","49.55","12587483849.55","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/chd",
"CINR","Ciner Resources LP","28.07","551651176.72","n/a","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cinr",
"CLH","Clean Harbors, Inc.","56.56","3239583330.48","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/clh",
"CLW","Clearwater Paper Corporation","56.2","923435463.2","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/clw",
"CLF","Cliffs Natural Resources Inc.","8.11","2403788988.39","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/clf",
"CDXS","Codexis, Inc.","4.5","186222109.5","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CDE","Coeur Mining, Inc.","8.64","1568986925.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/cde",
"CMC","Commercial Metals Company","18.57","2150011796.04","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cmc",
"CMP","Compass Minerals International, Inc.","69.2","2338739736.4","n/a","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/cmp",
"LODE","Comstock Mining, Inc.","0.2095","39260315.7125","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lode",
"CSTM","Constellium N.V.","6","633490038","n/a","2013","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/cstm",
"GLW","Corning Incorporated","26.81","24854095002.52","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/glw",
"CVA","Covanta Holding Corporation","15.55","2039979122.4","n/a","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/cva",
"CRWS","Crown Crafts, Inc.","7.725","77504623.725","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws",
"CSWI","CSW Industrials, Inc.","35.15","557061312.55","n/a","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/cswi",
"CTIB","CTI Industries Corporation","5.5803","19671824.2281","n/a","1997","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib",
"CFI","Culp, Inc.","31.65","389762027.4","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/cfi",
"UAN","CVR Partners, LP","4.75","538094121.75","n/a","2011","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/uan",
"DELT","Delta Technology Holdings Limited","1.76","16929179.52","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/delt",
